Variable,Insured,Isd,In,Voluntarily Uninsured,Vsd,Vn,Non-voluntarily Uninsured,Usd,Un,Overall,Osd,On,
pers_risky, 2.9333832, .99752793,      4008, 3.2649007, .99130881,       151, 3.1332599, 1.0141641,       908, 2.9790803, 1.0043119,      5067,
